-1.000000,0.000659,0.000000,0.000000,-0.000175,0.000000,1.000000,-0.001993,0.000000,2.000000,0.001142,0.000000
-0.991854,0.065920,0.000000,0.010592,-0.026519,0.000000,1.012003,-0.182204,0.000000,1.977557,0.106032,0.000000
-0.966859,0.085250,0.000000,0.060511,0.030924,0.000000,1.027325,-0.369831,0.000000,1.907769,0.182163,0.000000
-0.886437,0.001971,0.000000,0.173221,0.254416,0.000000,0.957833,-0.535277,0.000000,1.799474,0.195960,0.000000
-0.783068,-0.048762,0.000000,0.256172,0.367912,0.000000,0.882410,-0.590160,0.000000,1.699149,0.192483,0.000000
-0.685076,-0.081301,0.000000,0.316762,0.427650,0.000000,0.817350,-0.604484,0.000000,1.611832,0.188246,0.000000
-0.598844,-0.105515,0.000000,0.360572,0.461699,0.000000,0.761839,-0.600251,0.000000,1.540428,0.184422,0.000000
-0.546271,-0.136577,0.000000,0.326703,0.487382,0.000000,0.725803,-0.512058,0.000000,1.545584,0.140781,0.000000
-0.527154,-0.191188,0.000000,0.166656,0.528230,0.000000,0.734489,-0.267458,0.000000,1.649846,0.007090,0.000000
-0.477062,-0.250005,0.000000,0.014178,0.579161,0.000000,0.766849,-0.022853,0.000000,1.701537,-0.142779,0.000000
-0.393028,-0.298163,0.000000,-0.099630,0.602339,0.000000,0.822293,0.194639,0.000000,1.676049,-0.273912,0.000000
-0.296165,-0.332647,0.000000,-0.164352,0.602439,0.000000,0.879621,0.359155,0.000000,1.597821,-0.358007,0.000000
-0.223800,-0.363156,0.000000,-0.176256,0.576084,0.000000,0.931318,0.484275,0.000000,1.500422,-0.394993,0.000000
-0.405324,-0.419219,0.000000,0.085423,0.310652,0.000000,1.009383,0.729751,0.000000,1.400680,-0.347535,0.000000
-0.512265,-0.357778,0.000000,0.322017,0.064307,0.000000,0.978497,0.840180,0.000000,1.370937,-0.291602,0.000000
-0.516843,-0.258881,0.000000,0.482016,-0.119003,0.000000,0.896314,0.839585,0.000000,1.368628,-0.246056,0.000000
-0.475346,-0.177116,0.000000,0.579540,-0.237651,0.000000,0.819291,0.800200,0.000000,1.358780,-0.212919,0.000000
-0.419942,-0.115636,0.000000,0.639651,-0.311835,0.000000,0.756223,0.757257,0.000000,1.339077,-0.192420,0.000000
-0.363314,-0.068347,0.000000,0.679058,-0.359091,0.000000,0.704238,0.719468,0.000000,1.315804,-0.181896,0.000000
-0.310273,-0.030261,0.000000,0.706643,-0.390460,0.000000,0.660466,0.687359,0.000000,1.293087,-0.177894,0.000000
-0.262500,0.001718,0.000000,0.726625,-0.412269,0.000000,0.623244,0.659520,0.000000,1.272716,-0.177539,0.000000
