#{"t_start": 1640165250.361188, "env_id": "SwimmerEnv-v0"}
r,l,t
2.190031,1,4.552092
1.104317,1,16.606247
1.406848,1,28.767205
1.451209,1,40.884654
2.477006,1,53.280271
1.168767,1,65.400805
3.036767,1,77.783175
1.662493,1,89.84205
1.400306,1,101.974369
0.0,1,114.072294
0.0,1,126.281563
0.0,1,138.36048
0.0,1,150.574227
0.0,1,162.637266
0.0,1,174.733274
0.0,1,186.824958
0.0,1,198.974786
0.0,1,211.023703
0.0,1,223.093013
0.0,1,235.143874
2.293842,1,247.321762
1.187706,1,259.408762
0.763313,1,271.611968
1.703996,1,283.721776
1.641978,1,295.949503
1.27451,1,307.966379
1.795341,1,320.035967
0.999288,1,332.091942
1.043493,1,344.190154
0.0,1,356.28998
0.0,1,368.417749
0.0,1,380.516698
0.081586,1,392.637095
0.116448,1,404.706262
0.116448,1,416.858026
0.116448,1,428.964504
2.19804,1,441.116742
0.179574,1,453.26097
0.179574,1,465.449718
0.179574,1,477.538364
1.629678,1,489.607669
0.554455,1,501.651875
2.932768,1,513.656931
1.257206,1,525.684567
1.018256,1,537.706517
0.0,1,549.786322
0.0,1,561.839248
0.0,1,573.973856
0.0,1,586.075761
0.0,1,598.172251
0.0,1,610.359145
0.0,1,622.422862
2.388085,1,634.594319
1.645174,1,646.737294
1.695685,1,658.843732
1.695685,1,670.948625
1.32477,1,682.99671
0.0,1,695.006023
0.0,1,706.999108
0.0,1,719.0903
0.0,1,731.20154
0.0,1,743.251232
0.0,1,755.299907
0.0,1,767.364124
2.410592,1,779.447967
1.089264,1,791.480865
1.639366,1,803.586586
0.827911,1,815.671544
1.401575,1,827.942833
1.719192,1,840.04797
1.720621,1,852.292861
1.720623,1,864.43468
0.79908,1,876.814672
0.0,1,888.868822
0.0,1,901.080272
0.0,1,913.178953
5.735201,1,925.404508
1.361254,1,937.50796
1.574196,1,949.784131
1.042209,1,961.920611
1.213152,1,974.196884
0.0,1,986.282961
0.0,1,998.530603
0.0,1,1010.599904
0.0,1,1022.786686
0.0,1,1034.855427
0.0,1,1047.043174
0.0,1,1059.07846
0.0,1,1071.088744
0.0,1,1083.057228
0.0,1,1095.092955
0.0,1,1107.122932
0.0,1,1119.157133
0.0,1,1131.187805
0.0,1,1143.262459
0.0,1,1155.394838
0.325554,1,1167.478909
0.325202,1,1179.545628
0.325202,1,1191.701132
0.325202,1,1203.788409
4.372723,1,1215.925919
1.358169,1,1228.023174
3.075662,1,1240.366127
1.314525,1,1252.575941
3.385118,1,1264.845192
0.310931,1,1276.895213
1.061608,1,1289.088568
0.924223,1,1301.15142
1.516072,1,1313.321741
0.0,1,1325.376838
0.0,1,1337.460845
0.0,1,1349.599456
0.0,1,1361.731781
0.0,1,1373.769105
0.0,1,1385.86903
0.0,1,1397.933985
3.225476,1,1410.005961
1.653376,1,1422.070194
1.652898,1,1434.153915
1.652896,1,1446.249819
0.109128,1,1458.414707
1.862934,1,1470.406872
2.634027,1,1482.532876
1.59947,1,1494.574719
0.982465,1,1506.596128
0.0,1,1518.581757
0.0,1,1530.568107
0.0,1,1542.609853
4.227345,1,1554.615927
2.692573,1,1566.638256
1.437147,1,1578.636892
3.463247,1,1590.661936
1.324625,1,1602.694763
0.0,1,1614.749755
0.0,1,1626.782284
0.0,1,1638.839617
0.781943,1,1650.870762
1.133875,1,1662.923107
1.133875,1,1674.99731
1.133875,1,1687.082857
4.268498,1,1699.098396
3.117229,1,1711.111132
1.283122,1,1723.205881
1.538557,1,1735.283247
1.378124,1,1747.35545
0.0,1,1759.398299
0.0,1,1771.513769
0.0,1,1783.581809
0.0,1,1795.670941
0.0,1,1807.709559
0.0,1,1819.787914
0.0,1,1831.851321
4.49732,1,1843.966222
1.799724,1,1855.975115
2.217297,1,1868.114735
2.322375,1,1880.181649
1.405443,1,1892.372289
1.625599,1,1904.425645
1.254062,1,1916.527178
1.531089,1,1928.629014
1.678084,1,1940.76457
0.0,1,1952.792006
0.0,1,1964.924637
0.0,1,1976.970754
0.0,1,1989.058621
0.0,1,2001.103284
0.0,1,2013.223543
0.0,1,2025.292244
3.803975,1,2037.515526
0.811847,1,2049.525581
2.295723,1,2061.692469
1.775097,1,2073.73164
1.381015,1,2085.783234
3.468261,1,2097.83741
1.020776,1,2110.000867
1.481576,1,2122.139739
1.609734,1,2134.293421
0.0,1,2146.352696
0.0,1,2158.452593
0.0,1,2170.484178
0.0,1,2182.536617
0.0,1,2194.563892
0.0,1,2206.660961
0.0,1,2218.744461
4.270352,1,2230.792536
1.645096,1,2242.856381
1.533993,1,2254.953855
1.078204,1,2267.033672
3.954735,1,2278.994176
1.342742,1,2291.036489
1.289178,1,2303.101498
