#{"t_start": 1640165250.3619447, "env_id": "SwimmerEnv-v0"}
r,l,t
0.0,1,6.807117
0.0,1,18.894098
0.0,1,31.015284
0.0,1,43.220947
0.0,1,55.54707
0.0,1,67.728295
0.0,1,80.046839
0.0,1,92.118394
0.0,1,104.242535
0.0,1,116.376075
0.0,1,128.548405
0.0,1,140.65348
0.875404,1,152.826755
0.873943,1,164.900663
0.873943,1,176.991202
0.873943,1,189.10973
1.812134,1,201.224401
1.686667,1,213.28548
1.357035,1,225.335003
0.814314,1,237.429992
1.169087,1,249.579311
0.0,1,261.701403
0.0,1,273.869379
0.0,1,286.020086
0.0,1,298.193539
0.0,1,310.232735
0.0,1,322.285511
0.0,1,334.357293
0.0,1,346.456788
0.0,1,358.578642
0.0,1,370.684335
0.0,1,382.788475
3.037674,1,394.894907
1.51161,1,406.991368
1.368612,1,419.122886
1.013819,1,431.235651
2.877282,1,443.397936
1.816483,1,455.557969
1.816483,1,467.71964
1.816483,1,479.800304
0.532348,1,491.866363
0.0,1,503.904262
0.0,1,515.909299
0.0,1,527.930508
0.652704,1,539.977247
0.650852,1,552.047674
0.650852,1,564.112657
0.650852,1,576.244587
3.300132,1,588.345622
1.676859,1,600.451255
1.676859,1,612.611084
1.676859,1,624.706201
0.573867,1,636.881003
1.955008,1,649.007853
1.210921,1,661.120282
1.769159,1,673.207612
3.214041,1,685.255696
0.197574,1,697.252998
0.197574,1,709.256376
0.197574,1,721.352863
4.024115,1,733.472003
1.633146,1,745.50158
2.612257,1,757.556963
2.55722,1,769.632304
1.709632,1,781.707091
0.0,1,793.761827
0.0,1,805.845335
0.0,1,817.985067
1.348294,1,830.204189
1.345123,1,842.343415
1.345123,1,854.545308
1.345123,1,866.769117
0.309709,1,879.071107
0.0,1,891.164287
0.0,1,903.336291
0.0,1,915.479789
1.993568,1,927.665565
1.928545,1,939.811164
1.927541,1,952.04075
1.927525,1,964.227168
0.015195,1,976.452562
0.0,1,988.582388
0.0,1,1000.78197
0.0,1,1012.882766
0.0,1,1025.04892
0.0,1,1037.147695
0.0,1,1049.295919
0.0,1,1061.338885
3.863315,1,1073.328171
1.02643,1,1085.3121
3.241832,1,1097.338265
1.332278,1,1109.379033
1.684187,1,1121.410846
1.683413,1,1133.447359
2.392207,1,1145.522511
2.346199,1,1157.66624
1.328115,1,1169.736318
0.0,1,1181.827305
0.0,1,1193.963039
0.0,1,1206.069586
0.0,1,1218.176238
0.0,1,1230.338609
0.0,1,1242.646662
0.0,1,1254.888968
4.17119,1,1267.099649
0.820739,1,1279.184212
1.300012,1,1291.330946
2.055269,1,1303.443507
1.196659,1,1315.578812
0.0,1,1327.640864
0.0,1,1339.72843
0.0,1,1351.879025
0.0,1,1363.983372
0.0,1,1376.042371
0.0,1,1388.122295
0.0,1,1400.202607
0.0,1,1412.269888
0.0,1,1424.334404
0.0,1,1436.419625
0.0,1,1448.53829
4.138598,1,1460.660758
3.476107,1,1472.681997
1.097088,1,1484.791185
2.042401,1,1496.837438
1.741498,1,1508.845444
1.467147,1,1520.823843
2.708065,1,1532.832018
2.373493,1,1544.863457
2.621527,1,1556.871047
2.829196,1,1568.883922
0.268092,1,1580.897019
2.2338,1,1592.928981
2.62872,1,1604.955097
0.0,1,1617.008468
0.0,1,1629.047313
0.0,1,1641.103072
3.911313,1,1653.128529
2.151972,1,1665.184491
1.531691,1,1677.266121
1.409782,1,1689.3399
1.197514,1,1701.347536
1.686533,1,1713.381327
1.436616,1,1725.470437
2.287797,1,1737.556893
0.673644,1,1749.604455
0.966905,1,1761.668665
0.966905,1,1773.767548
0.966905,1,1785.860415
0.194023,1,1797.925037
0.0,1,1809.969309
0.0,1,1822.047919
0.0,1,1834.13108
0.0,1,1846.219424
0.0,1,1858.247571
0.0,1,1870.371228
0.0,1,1882.480449
0.0,1,1894.625025
0.0,1,1906.681704
0.0,1,1918.792522
0.0,1,1930.906603
1.989276,1,1943.011834
1.899638,1,1955.065575
1.896997,1,1967.18095
1.896919,1,1979.236424
0.017415,1,1991.317647
0.0,1,2003.376845
0.0,1,2015.475916
0.0,1,2027.600421
5.328413,1,2039.75503
2.097141,1,2051.800793
1.968046,1,2063.945543
2.188726,1,2075.984747
1.650138,1,2088.034332
1.271075,1,2100.107796
1.726693,1,2112.272269
1.897873,1,2124.416402
1.697252,1,2136.546352
1.877026,1,2148.618001
2.650202,1,2160.704956
1.582147,1,2172.740235
1.007417,1,2184.790727
0.210403,1,2196.826974
2.520513,1,2208.934338
1.64841,1,2221.002155
1.947254,1,2233.058578
1.100966,1,2245.1275
1.259889,1,2257.232044
1.25989,1,2269.27891
1.368092,1,2281.248625
0.0,1,2293.297033
0.0,1,2305.375037
0.0,1,2317.515182
0.157919,1,2329.599639
0.157776,1,2341.664158
0.157776,1,2353.772958
0.157776,1,2365.78317
0.320818,1,2377.814489
0.511881,1,2389.882952
0.511881,1,2401.953882
0.511881,1,2413.993355
7.33251,1,2426.004457
1.323265,1,2438.10109
1.829513,1,2450.345582
1.517313,1,2462.528271
4.597342,1,2474.75889
0.729032,1,2486.813873
6.87738,1,2498.873691
2.376698,1,2510.953787
4.39062,1,2522.957017
2.744949,1,2535.029086
5.97109,1,2547.122051
9.438823,1,2559.176512
3.451946,1,2571.227178
1.287929,1,2583.32414
1.287931,1,2595.420961
1.287931,1,2607.496786
6.458647,1,2619.594789
2.152125,1,2631.695382
0.965017,1,2643.76077
3.267914,1,2655.840062
2.136909,1,2668.02599
2.45363,1,2680.22441
1.508766,1,2692.491699
